,feature_0,feature_1,feature_2,feature_3,target
30,637423989.74869,1.5460367871306573,-0.7701006455470801,-0.770513242775789,0.0
31,-364484313.71070576,0.45686953528181706,-0.3481207686252729,-0.34227355296434436,1.0
32,-425779291.5650722,-1.5931320465318235,-0.8848453119692848,-0.9048270524660198,0.0
33,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
34,-728968627.4214116,-0.30316487003113735,0.774906690573748,0.6845471059286885,0.0
35,-93690657.29286242,-0.34465457645593023,0.5154685556846988,0.4911436253643443,1.0
36,364484313.71070594,0.5368253720647936,-0.38985405638758247,-0.34227355296434414,1.0
37,-425779291.5650727,-1.315195719478908,0.9953526973444536,0.9048270524660195,0.0
38,992114701.3144779,1.0130696068404843,-0.03870059678461826,-0.1253332335643038,0.0
39,-364484313.7107058,-0.9249490310353341,0.39827934180057656,0.34227355296434425,1.0
40,438153340.02193177,0.28057274041898395,0.25229402452011496,0.24087683705085766,1.0
41,93690657.29286227,2.196626785937308,0.5080230666856272,0.49114362536434436,1.0
42,309016994.37494725,-1.1321235835727874,-0.9862887135515976,-0.9510565162951536,0.0
43,154508497.1874737,-0.3623386530301994,0.38062266939104467,0.47552825814757677,1.0
44,500000000.0,-1.7631226666872137,-0.008504497158682442,0.0,1.0
45,,0.0275837658,0.0275837658,0.124344944,1.0
46,535826794.97899675,1.5184259856055018,-0.8406031191468428,-0.844327925502015,0.0
47,809016994.3749478,-0.3280734268166443,-0.6001104150618183,-0.5877852522924726,0.0
48,-637423989.7486895,-0.04759133581412828,-0.8537769554012056,-0.7705132427757894,0.0
49,-267913397.48949844,-2.015468878162873,0.4235083667161278,0.4221639627510075,1.0
50,876306680.0438635,-0.012941142218001774,0.4290235405592132,0.4817536741017153,0.0
51,267913397.4894983,-0.9327539993017847,0.34218583901608673,0.42216396275100754,1.0
52,-464888242.9441256,0.19176713890477512,-0.18838630546759305,-0.18406227634233915,1.0
53,-93690657.29286231,0.2964706090245972,-0.5391183373090406,-0.49114362536434436,1.0
54,-876306680.0438634,-0.09138549198760935,-0.4033756077824633,-0.4817536741017154,0.0
55,404508497.1874739,-0.03700405625191222,-0.28940991390333304,-0.2938926261462363,1.0
56,425779291.56507266,0.044830920011459253,0.8648974491162467,0.9048270524660196,0.0
57,212889645.78253633,1.372895672924325,0.36570509491765185,0.4524135262330098,1.0
58,-212889645.78253636,1.592269388191907,0.5338377862115502,0.45241352623300973,1.0
59,-31395259.764656603,-0.505245677876102,-0.4459766548048254,-0.4990133642141358,1.0
60,-809016994.3749473,-0.3202261095636453,0.6489889915909299,0.5877852522924732,0.0
61,-62790519.5293134,-0.6998794350796259,0.9213787638148891,0.9980267284282716,0.0
62,-309016994.37494755,-2.2579948674760164,-0.8574891287427376,-0.9510565162951535,0.0
63,-404508497.1874736,0.48690844495054875,-0.27040592308995176,-0.2938926261462367,1.0
64,-535826794.9789969,-0.5102680132301926,0.8523689406411863,0.844327925502015,0.0
65,-154508497.18747377,0.41975842995450946,0.5593179074258927,0.47552825814757677,1.0
66,496057350.65723896,-0.2677371047058369,0.16073258343633812,0.06266661678215213,1.0
67,929776485.8882513,1.3107253325023265,0.33672637329019206,0.368124552684678,0.0
68,425779291.5650726,-1.2758911113180114,-0.8980516289809045,-0.9048270524660196,0.0
69,187381314.58572453,0.43769492055502307,1.0676060970601922,0.9822872507286887,0.0
70,-535826794.97899634,-0.23429280750635728,-0.81734313893886,-0.8443279255020153,0.0
71,-318711994.87434477,-1.2768228252546536,-0.318371816324954,-0.3852566213878947,1.0
72,-929776485.8882514,0.6615757046303345,0.42903802597388535,0.36812455268467775,0.0
73,267913397.48949838,-0.3758743714324768,-0.4311812271838402,-0.4221639627510075,1.0
74,404508497.1874737,-2.155032544779241,0.21738192154866917,0.29389262614623657,1.0
75,728968627.4214115,-1.27847910981426,0.691069483772216,0.6845471059286887,0.0
76,464888242.94412565,-1.5081978494143435,0.0890931826772414,0.184062276342339,1.0
77,968583161.1286312,2.288851006567909,-0.16602157451582164,-0.2486898871648545,0.0
78,93690657.29286256,0.6869950024664804,-0.4073153699417027,-0.4911436253643443,1.0
79,-404508497.18747365,-0.7588868607903321,0.20716666180265933,0.2938926261462366,1.0
80,-1000000000.0,-0.2906179077883904,-0.09133950846542932,-3.216245299353273e-16,0.0
81,-309016994.37494755,-1.1394914548723722,1.0131108706174934,0.9510565162951535,0.0
82,-484291580.56431556,-2.952970688447578,0.13166991505462292,0.12434494358242741,1.0
83,-464888242.9441257,0.9756027940820752,0.18547833021530769,0.18406227634233888,1.0
84,62790519.52931372,-0.09837455287893494,-1.0592130059711997,-0.9980267284282716,0.0
85,-968583161.1286311,0.5120434135003982,0.2911631218694368,0.24868988716485482,0.0
86,876306680.0438635,-0.7023173376266093,-0.5489114871787688,-0.4817536741017153,0.0
87,496057350.65723896,-0.6161725453655795,-0.13877093011772834,-0.0626666167821519,1.0
88,637423989.7486897,0.707490323364652,0.8085233668973235,0.7705132427757893,0.0
89,-438153340.0219317,-0.28155503429575895,-0.1856381969638537,-0.2408768370508577,1.0
90,-484291580.56431556,-1.6656164349028795,-0.19042316744210236,-0.12434494358242751,1.0
91,-992114701.3144779,-0.06278063642866279,0.03612549712207794,0.1253332335643041,0.0
92,-929776485.8882512,0.3398509229315316,-0.313846264008368,-0.3681245526846783,0.0
93,154508497.18747362,-0.5711646274712693,-0.37946971239175875,-0.4755282581475768,1.0
94,309016994.3749474,0.6549270035781108,0.9766461323616857,0.9510565162951535,0.0
95,728968627.4214119,-0.9077296186063908,-0.7738438697378036,-0.6845471059286883,0.0
96,62790519.5293133,-0.8900249614410763,1.0317912863686538,0.9980267284282716,0.0
97,-187381314.58572462,-0.147929785285318,-1.0098961201072112,-0.9822872507286887,0.0
98,187381314.58572513,0.9059855315820826,-1.00692098877487,-0.9822872507286886,0.0
99,-992114701.3144779,-0.06824685237965857,-0.20634848690772792,-0.12533323356430429,0.0
100,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
101,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
102,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
103,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
104,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
105,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
106,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
107,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
108,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
109,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
110,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
111,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
112,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
113,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
114,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
115,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
116,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
117,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
118,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
119,-154508497.18747377,1.0528138912921865,-0.46556416236943265,-0.47552825814757677,1.0
